	WT_1	WT_2	WT_3	mct1_1	mct1_2	mct1_3
HPA2	4.49049	3.56151	4.24388	3.3168	4.10734	3.88373
CBP4	10.202	8.37008	10.3747	7.99976	10.134	8.30418
ZPR1	9.06386	9.08713	9.81276	9.73793	7.49924	8.84598
TOS4	12.9569	10.3575	11.3666	9.93306	12.0238	9.95163
URN1	7.63253	8.06079	9.94029	10.6928	7.82594	10.1673
SOD1	9.17173	9.27836	7.63965	8.77736	11.6925	8.65564
LYS1	4.66006	4.72159	5.54162	5.86687	4.64198	5.70209
SAP155	9.06758	8.4388	9.5982	8.47356	8.86828	8.80161
BMH1	9.9303	7.79234	10.0573	8.72866	8.67429	8.37716
SAP1	10.1503	9.19375	10.0563	8.73838	10.1759	9.05486
XRN1	10.08	8.40842	9.10246	9.31205	10.184	9.57303
DSE3	11.7008	9.95413	10.1066	10.1832	12.0397	11.683
EMP47	9.30105	8.43357	9.40993	9.15754	10.8667	8.95113
UBC13	7.68112	8.30343	8.60793	10.2195	7.16975	9.90718
ART5	7.93218	8.88162	9.59068	10.3391	8.31626	9.82933
VPS66	9.70092	8.51864	9.52925	9.01277	10.4993	9.75191
YGL101W	9.19475	11.0693	12.437	11.458	7.95704	9.59099
NNK1	7.84209	7.03471	7.60207	7.37796	8.09472	7.85988
YPR169W-A	8.55195	9.45848	9.69736	9.63322	13.3871	8.65337
LST4	9.30681	8.48252	9.62897	8.99599	9.7378	9.83921
DCC1	8.40942	9.70431	9.52899	9.34805	6.31647	9.15238
PAP2	9.13067	7.49539	8.95531	8.37018	9.98252	9.08391
YGR093W	8.64573	9.12664	9.24441	9.59385	8.66512	9.81034
PTC2	7.92711	8.07702	8.97144	8.83935	8.36897	8.71001
MOT2	8.47598	8.31048	9.62652	9.05695	10.9223	8.61158
SUR2	9.83504	8.33899	9.70323	9.46204	12.721	9.03526
SEM1	10.0568	7.37046	8.99933	8.45634	10.7542	9.95308
TIF35	9.22332	9.38853	9.50471	9.5117	7.52997	9.37134
RPD3	8.6249	8.42485	9.59355	9.84338	8.35832	10.2201
UBC12	9.39491	8.492	8.73255	8.32273	9.01238	8.35735
HCH1	9.31074	7.4413	9.1835	8.61167	10.7563	8.93654
FLC1	12.1113	10.9429	10.9621	10.6356	11.525	10.5527
SKN1	11.2261	9.3962	10.8298	9.01866	11.0541	9.10326
CMP2	8.98807	8.75734	9.52213	9.6486	8.85439	9.69609
NOT3	9.493	8.80345	9.03496	9.27559	8.65305	8.63614
BCH1	8.66149	9.01717	9.31732	9.93868	8.37606	10.3146
NPA3	10.6924	9.26529	9.98051	9.05617	9.96192	9.63679
TOM40	9.4873	8.09145	10.1224	8.91311	8.79	8.36828
NOP58	11.1144	8.31349	10.0393	8.16157	10.5441	7.56824
LTE1	9.29913	8.75373	9.0914	8.91146	11.0806	9.03588
CHS7	9.20003	13.5225	15.3105	13.6849	1.63195	11.8378
EMP24	9.3385	9.1286	11.0252	9.8918	7.06162	9.68817
PET117	10.1937	9.81329	9.94353	9.08272	9.34749	10.4166
RTG2	9.34947	7.93554	8.53833	8.77002	8.78329	9.51957
ADE8	6.35278	5.66261	6.72257	6.34334	7.51946	6.22424
YIP1	9.68012	8.74089	9.56607	10.1384	10.1086	8.99142
LCB3	7.64209	7.57097	8.48948	12.1218	6.05276	10.2699
KIP2	11.7189	9.27787	10.484	9.23469	10.572	9.56001
IOC3	9.34521	8.12312	8.82734	8.53942	10.0093	9.1861
YKU70	9.09612	8.17768	9.88659	8.97131	11.5394	9.15283
SNF2	9.47071	8.45276	9.53985	9.37105	10.2348	9.12237
DSS4	7.91988	9.89987	10.2754	12.2833	8.42156	10.8802
TSL1	9.09258	8.98092	9.90058	8.49827	9.60822	8.70721
RPB2	8.91727	8.87338	9.00321	9.4513	8.54999	9.70897
POP7	11.0977	9.58395	9.52394	9.49876	8.34398	10.3497
RNH203	12.7117	12.6212	9.83054	10.3425	10.6363	11.56
GIR2	9.14851	8.64342	9.18922	9.04092	8.35702	8.88254
RPL26A	7.3615	24.8119	6.66113	9.85312	6.76808	6.6438
RPO26	8.25241	10.7423	6.93242	10.6469	7.3907	12.9558
YHR214C-B	14.0549	11.3545	11.3086	12.7595	13.2578	13.0716
OM14	5.199	9.95956	11.5803	10.1061	1.85432	6.86793
PBN1	8.86236	7.34976	9.24435	8.83178	9.74731	8.61502
PTA1	8.49178	8.12713	9.28514	8.99142	8.84797	8.95083
RKM1	9.70414	8.83219	10.4407	9.45983	8.9847	9.286
STB3	9.84978	8.92526	9.88256	8.26325	10.0529	8.75284
YER130C	7.49695	10.6883	11.0242	12.4522	3.41219	5.85962
TOS2	10.9661	9.35695	11.3925	9.88351	14.0566	11.2891
STM1	9.16975	15.362	7.75214	9.43962	8.10509	8.68265
PDE2	8.27747	8.73312	8.94454	9.15834	8.46618	9.08355
ASR1	10.6244	10.884	11.8822	11.137	8.16909	11.3051
ORC5	10.0822	8.7445	9.60025	8.68617	9.77255	8.57292
AFI1	8.94829	7.91022	8.91727	8.46095	9.67008	8.89671
MNN4	11.8972	11.0642	12.0899	10.2437	12.4329	10.4129
MPM1	8.80066	8.07099	9.2704	8.52939	9.662	9.16891
PWP1	10.4064	8.66032	8.38376	9.28788	9.69168	10.2203
LEO1	9.4819	8.06825	8.6127	8.7313	9.97133	8.89739
IRE1	10.108	6.60185	10.6682	9.4013	11.0981	10.3354
PPG1	8.89253	9.57974	10.3365	10.0419	6.49847	9.32918
YGR117C	9.69525	8.63717	9.56429	8.39636	9.49553	8.83588
CHS6	6.93101	8.55366	8.83158	10.7816	7.05792	9.6449
TMA22	7.70867	10.2717	9.23611	12.2872	7.83477	10.9198
NUP57	8.63955	7.83624	8.69185	8.38855	10.0566	8.31853
YKL091C	8.82096	9.31472	10.0787	9.86815	10.2794	9.25478
AAT2	7.88581	7.94854	8.75595	9.05215	7.80366	8.97109
NCL1	8.94594	8.35854	9.17077	8.42847	8.61438	8.77372
SEC27	10.5407	9.22	9.79149	9.36778	9.89497	9.19287
MIG1	6.27276	9.39526	11.1501	14.8821	7.35723	11.1
FOL2	7.07687	6.72216	6.61116	6.7382	6.95563	7.204
CDC43	5.51108	9.60459	8.1063	12.5979	5.46541	11.4542
CYC8	8.86211	8.57714	9.08186	8.78598	9.42372	8.91961
GLO4	7.22855	7.37217	7.77679	9.6641	6.30797	9.00144
RPN11	10.3261	8.40115	9.88304	8.67541	9.77489	8.35432
SCO2	7.6439	7.93448	10.2871	10.1901	8.87683	9.11554
STF1	6.13894	12.4854	6.57805	10.4136	8.90009	11.264
BUD27	9.67292	8.23665	8.83786	8.91547	10.0785	9.12053
MCD1	10.5174	9.34582	9.91861	8.86547	10.1009	9.5915
SMC1	9.78558	8.79727	9.59858	9.72173	9.31522	10.0713
ALE1	8.43417	8.37094	9.87682	10.6315	8.76844	9.14453
RRM3	11.4869	10.646	11.0927	9.96002	10.5629	11.465
NBP2	9.59266	8.23465	8.73294	8.79724	10.6456	8.89694
CAP1	9.78537	8.35974	9.13538	8.13746	9.32857	8.47077
UBC5	12.3491	4.01456	6.3197	4.45205	4.40538	7.26575
ARG4	2.28578	2.02384	2.16665	1.96282	2.5828	2.42619
LYS20	7.40225	5.3371	6.05196	6.16656	8.00874	6.63147
CSE2	12.6455	9.16842	7.75908	8.47385	9.3755	8.0251
MCM3	10.8697	9.6643	10.0585	9.55906	10.3665	9.57735
PBA1	8.56074	8.54275	11.0534	9.84737	6.67384	8.58245
APE4	8.83374	7.54044	8.61592	8.16534	10.3428	8.42996
MBB1	9.33814	9.1083	8.42024	10.015	12.8312	7.71176
SKG6	11.7858	10.104	10.355	10.6189	13.0965	10.8519
DAS1	9.40017	9.15695	9.90958	9.61754	10.1006	9.46596
PEP1	8.02349	8.38039	8.80736	10.2459	7.35828	9.90653
RRI2	8.94747	7.80925	9.01741	8.24872	10.3819	8.95379
TFC6	5.44726	10.4216	8.03524	16.6814	6.12957	9.48106
TPS2	8.78909	9.9502	10.4251	10.9455	9.25226	10.7277
MSB3	8.67962	7.96773	9.03313	8.23633	9.67341	9.04353
YMR130W	11.9451	9.56573	10.5359	9.73505	10.3007	10.2649
YNL295W	6.74957	10.9771	6.33499	6.15728	7.24187	6.95302
POL2	10.4693	9.75594	10.7204	10.2445	9.92536	10.0342
RTS1	8.88838	8.57647	10.2535	9.27048	8.13292	8.82086
NCR1	7.65067	9.2995	10.0058	11.7433	8.04338	10.3
YPR148C	8.9146	8.16521	8.48461	8.83868	8.29098	9.33983
DUS3	10.1036	8.07735	8.93492	8.34247	8.59354	8.72768
ADD66	8.76857	8.05024	8.91612	7.9949	8.76702	8.09791
YJL070C	9.26371	8.39351	9.55839	9.30009	9.25526	9.53323
FTH1	9.9226	9.15547	11.2012	10.981	13.0274	9.26979
YSP2	10.15	8.2814	9.60309	9.31366	10.5349	9.78023
AYR1	8.78563	12.5418	9.15212	12.4945	10.2448	11.0408
MSN1	8.65313	7.99475	8.4046	7.6382	9.75039	9.27449
UBX5	9.5325	8.63214	9.28395	8.83517	10.9076	9.34023
LPP1	7.09237	11.4983	11.2057	11.2546	1.57344	9.12232
GAR1	6.93699	13.8812	9.91218	10.3836	4.85091	9.1965
MNN2	9.36147	9.43899	10.12	10.8847	8.78893	11.1066
MLF3	12.9219	9.37505	10.7281	10.4312	13.6964	12.2493
FCF1	8.0358	11.6466	12.6768	11.3801	1.88401	10.9542
MIH1	10.0571	10.2513	9.96306	9.62194	9.4916	10.4285
YCK2	9.70744	8.15053	8.96708	8.89792	10.0918	9.20846
CDC40	9.52678	7.90866	8.28058	7.82783	7.61805	8.80881
MAM3	10.436	8.3161	9.69489	8.36607	9.82619	8.37285
VRP1	8.75897	8.37472	8.66226	8.55337	9.90169	8.47812
GLE1	9.11389	7.59864	8.51491	8.20734	10.1302	8.6329
CAN1	9.80239	9.96785	9.96526	9.95339	9.37284	9.93682
BNR1	11.0424	9.64158	9.91247	9.47517	10.1058	9.9029
CDC10	9.78569	8.63478	9.43343	8.69316	9.22468	9.04486
PSR2	11.3615	9.43037	10.812	9.43558	10.8285	9.62397
AUR1	12.0075	9.14927	9.85135	10.2151	13.5167	10.5073
ERG25	7.58348	9.26862	11.8685	18.9721	4.71809	15.6604
HXK2	7.81495	10.4654	8.04087	8.53499	7.53778	8.12567
TPD3	7.98456	7.86469	9.23837	8.95431	8.62175	8.587
IQG1	8.10239	9.62986	10.0204	9.3997	5.30473	9.49862
ADI1	8.63194	9.78321	10.7052	12.5636	8.22448	11.7979
MDM31	4.1577	11.8502	4.61116	3.83888	4.37259	6.2638
EMC4	9.9164	8.16331	9.69554	9.59944	10.6545	9.18517
VPS53	9.01728	8.62722	9.35555	9.21226	9.8948	8.79795
SPT6	9.81782	8.63607	9.35985	8.6465	9.37081	8.83508
VMA10	10.1124	8.00257	9.29305	9.14711	9.82723	10.0102
CTR1	15.6969	8.76715	11.8635	9.33074	12.4982	9.10793
RPS26A	4.57053	39.7262	4.62021	11.6149	4.35789	4.81548
ERV14	8.59384	8.91151	9.28399	8.95752	10.8237	8.66476
HAP5	10.118	9.25753	8.53528	8.99828	8.57406	9.18354
CDC33	11.483	8.39506	9.13961	8.2746	9.47261	8.93876
IVY1	7.92866	7.93033	9.55225	10.3434	7.98081	9.13119
SHE3	9.57215	8.56072	8.86443	8.9038	9.77131	9.24174
TRK1	11.4909	9.40618	11.9193	8.14729	12.461	8.48252
CDC27	8.63638	7.22418	8.54277	7.88058	9.53305	8.5426
GPM3	12.4371	11.032	11.4404	10.2538	11.9523	11.1922
ISC1	6.70625	8.07355	9.26161	11.6291	6.14184	10.5751
CUS1	9.1029	7.75033	8.54167	8.05916	9.74187	9.05996
STE11	8.85094	8.29968	9.03481	9.27445	8.64092	8.93937
RTC3	6.44443	7.33375	8.66871	7.74776	8.58805	7.75207
HOS2	7.47031	8.93322	8.9219	10.2918	7.49856	9.84822
GCD2	9.26145	8.41501	9.09217	8.93029	9.46462	9.08006
POC4	8.90317	8.77399	9.51108	9.88555	8.45467	10.2067
ATG21	8.02777	8.29418	8.70294	10.0161	7.11747	10.2936
NUP2	9.4257	8.65732	8.85142	8.49812	9.02587	8.76861
CIS3	12.4455	8.30415	11.9039	8.46238	11.9083	8.178
YER152C	7.2641	7.77922	8.03282	9.33939	6.59082	9.33016
CLC1	9.54393	9.08647	8.49922	8.98133	9.69245	9.30282
DPH5	8.92259	9.73031	10.3088	11.1077	9.1607	10.2973
ATP11	10.1344	8.90983	9.9365	9.10827	9.78899	9.04716
YIL161W	9.85167	9.07637	9.85186	9.23485	11.6205	9.70914
PGS1	8.69251	8.79365	9.45305	9.98566	8.71565	9.24964
ZIM17	7.17791	9.63004	9.28723	8.8949	5.65448	8.58103
UME6	9.7599	8.39177	9.16713	8.94925	10.024	9.5033
MSI1	8.49822	8.63781	8.92148	8.4383	10.2077	8.70817
SSE1	9.49918	9.79938	8.33699	9.59174	9.82754	9.29908
ARG80	9.06104	9.07339	7.94431	10.3498	9.35671	8.09628
SDS3	9.21593	7.65221	9.18372	8.40926	10.6371	8.94622
UBP3	9.52724	8.30935	9.06964	9.45082	8.82132	9.62062
NOP9	9.49279	8.24916	9.27526	9.50221	9.20981	9.21137
SED1	9.38501	15.7532	16.8394	14.5001	8.37915	12.3756
RRP6	9.8977	8.59423	9.06185	9.11084	10.1654	9.40774
VMA7	10.951	8.95144	9.81245	9.50057	9.56486	9.31311
ATG18	9.36331	8.40302	8.87276	8.77264	10.1111	8.91391
MED11	10.7369	10.3415	8.41133	9.63002	8.78734	9.33724
CDC4	9.84826	8.2381	8.83781	8.70407	10.6704	9.26166
SPC19	12.3593	7.87252	8.63281	8.07354	8.56707	9.00505
UFD1	9.34185	7.94553	9.09058	9.16814	9.365	8.87626
PDR8	11.4895	9.43978	9.62628	8.83436	10.2107	9.75793
RDS1	17.0229	2.05472	10.011	8.97246	13.8205	17.6791
YNL058C	11.6778	9.78391	10.9222	9.55769	11.3203	9.71467
RRN3	10.3535	8.86031	9.72519	9.67222	11.6125	9.48686
TAF1	9.27134	8.07728	8.83546	8.59949	9.8548	8.89991
CRH1	11.3797	8.23929	10.3459	8.65585	10.2019	8.71868
YKR078W	9.666	8.76962	9.18838	9.02941	10.4085	9.30725
SSK22	9.73796	8.16998	9.91647	9.25811	10.3691	9.65408
MIF2	10.4571	9.312	9.70721	9.58768	14.4131	9.30521
GTT2	6.18334	8.21889	7.77654	14.2537	0.822689	20.0212
RBL2	11.9379	9.32791	8.80083	9.24113	8.88206	9.69175
SLY41	10.9428	9.64153	10.8603	9.66473	15.4816	10.5021
MHP1	9.26447	8.96546	9.60779	8.90561	9.27815	9.1674
PRE7	11.646	8.31966	9.67407	8.90455	8.37387	9.95183
GYP5	9.26266	8.26283	9.02392	8.77446	9.94243	8.90502
HTB2	9.34085	15.8236	7.22092	10.3997	7.52937	8.3332
GET4	9.72554	8.27966	9.17722	9.17991	10.9286	8.81559
RRP9	9.37043	8.23746	9.08251	8.84831	9.8047	9.04195
ETR1	10.4768	9.02969	9.73504	9.64868	10.6416	10.0876
PRE1	9.02749	8.17374	9.82321	9.04383	10.2543	9.10779
UTP21	9.58239	8.66701	8.9143	8.84776	8.55889	9.0637
NAM8	10.0067	9.32661	10.5452	8.82856	10.4097	9.33519
VTC4	9.98395	9.13386	9.80954	8.84456	10.0157	9.08377
PKR1	9.41585	8.64368	6.13597	9.00587	6.88077	12.674
TPI1	7.14517	13.3633	6.94479	11.9472	10.8764	9.56077
DAD3	19.0314	8.08435	8.09817	8.65403	7.98549	10.3343
SNA3	11.1838	10.0325	10.5629	10.5982	13.5325	10.1199
MAF1	9.15119	8.3084	9.03331	7.81111	9.3833	8.07652
CHS5	8.96986	8.07663	9.26593	8.55701	8.31554	8.62348
NUD1	9.84308	9.08062	9.67457	8.31705	10.2626	8.57914
SHR5	9.47113	10.1633	9.63247	9.91233	9.16729	12.3702
THI80	8.79263	8.69501	9.1619	8.8989	8.85639	9.3784
MSD1	8.98509	8.70218	9.48224	7.928	10.0541	7.2688
JEM1	10.7007	8.90834	10.702	8.98676	10.5239	9.09363
HSK3	9.32874	9.65909	9.47563	10.5935	4.24242	9.35554
NUP188	9.04329	8.64446	9.63742	9.73896	9.15689	9.18659
SNF7	8.70668	7.744	8.96207	8.45682	11.0438	8.10245
ARP1	8.10586	7.9932	9.85145	10.2401	8.22847	9.31458
FPR1	7.00202	12.6342	8.17317	12.6977	8.57933	11.1175
SHB17	8.65707	8.98019	9.33179	8.8918	8.1112	9.15839
TMN2	9.94148	8.67209	8.39277	8.15854	8.11975	9.35965
PRS1	9.08733	9.99372	10.4467	10.1415	8.39607	9.57002
CYS3	9.27892	10.5574	8.78266	8.87494	9.71232	8.69456
OPY2	11.2816	10.0628	12.172	11.2437	15.9129	10.3413
IFA38	8.22153	8.6008	9.56143	10.1497	8.21547	9.53122
LSM5	10.4579	8.25212	7.14938	8.67731	9.47248	9.97794
ASH1	9.57058	9.55324	10.4505	8.60182	10.5299	9.01888
PEX31	9.16357	8.19907	9.09642	7.65724	9.76063	7.20526
MLC2	10.1965	11.6006	10.3583	11.4595	6.87953	10.6164
TEX1	6.8361	8.75378	9.39666	11.3146	6.44264	11.0401
PUT1	1.7533	1.88156	1.91697	2.03483	1.6561	2.25465
SCD6	9.53082	7.98468	8.41083	8.35886	9.45028	9.37139
PAM16	9.6525	8.83253	10.271	9.09447	9.70693	8.91644
NTR2	10.1703	8.46649	9.50549	8.96567	10.4453	10.1777
SSU72	7.80118	8.16174	9.5958	8.77729	9.8335	8.43324
GPM1	8.29968	13.3204	7.32538	12.267	10.3375	10.5304
PIB2	10.8903	8.7449	9.21608	8.52089	9.9572	8.67132
REP2	9.11621	8.37606	7.81272	10.0934	7.13172	10.4831
RPA43	10.8761	8.17473	10.1645	7.60412	10.7938	8.08269
INO80	8.92349	7.7138	8.74408	8.28572	9.83329	8.55847
PRE2	11.3171	8.3487	9.54481	8.74319	9.40755	9.17561
GAB1	8.91243	8.09765	9.38509	9.07114	10.8432	8.28205
CUE5	9.16797	7.70129	8.04309	8.12001	9.51488	8.56522
RRP8	10.3136	8.68788	9.8818	9.82198	11.3283	9.36518
BER1	6.31291	8.24339	8.76693	11.3233	5.28261	11.2519
IRC25	10.6441	7.78305	10.7345	7.50078	10.6687	8.08407
BRN1	9.77956	8.77709	9.60702	9.14448	10.3564	9.65373
RAD18	9.30043	7.94051	8.51018	8.36307	10.4257	8.57955
THP3	7.84602	8.03781	9.47656	10.0237	7.50788	9.86265
SSO2	8.59436	7.32377	8.79105	8.25341	9.72748	8.17156
ATG29	8.61695	7.933	8.31956	8.14236	8.77948	8.51972
SFB3	8.74146	9.27889	10.3281	9.74857	6.83661	9.55167
YKL050C	4.41644	3.68088	5.07789	4.13185	4.10805	4.08471
VOA1	13.1558	10.2331	9.67403	12.3258	6.92626	9.81692
YPL260W	9.31737	8.23647	8.92435	8.23372	9.00763	8.40909
KTR5	11.0154	7.48953	9.87252	9.17254	13.6436	9.32998
AVT4	11.2541	9.86867	10.6107	10.0401	11.1913	8.86183
ERD2	9.40476	9.46535	8.40574	12.1892	8.27776	9.35699
DFG5	8.46667	9.10173	10.7513	11.9724	8.118	11.0515
YDL085C-A	8.51032	7.46276	9.04516	7.95735	9.87992	8.70172
HAA1	8.06846	8.77914	9.37719	9.25666	6.52314	8.55976
OST6	9.16101	8.97579	10.1651	9.6607	7.91771	9.36168
ATG15	5.24516	7.78452	8.51828	12.1425	3.72049	11.754
BET3	9.35104	8.61989	9.48322	9.17453	10.4817	8.94047
SPC72	11.5498	8.34872	9.05956	8.56971	9.20872	9.12089
SRP54	9.55573	8.60657	9.44414	9.25891	9.7995	9.27194
DOA4	8.258	7.89977	9.17182	8.70431	8.44218	9.0496
CYM1	9.84145	8.93733	9.96806	9.53242	10.282	9.7464
RPP2A	7.66296	17.6124	7.47795	9.50945	7.90936	8.35159
RRG9	12.3026	8.87811	7.44941	7.55894	7.84468	9.89007
RRP4	9.45358	8.87973	9.25098	9.07067	9.15899	8.99428
LOS1	8.43415	8.34065	9.07923	8.64885	9.6215	8.46505
TRX1	9.75427	17.4565	7.70997	10.4942	8.64169	9.58202
APL4	8.4747	8.51678	8.72049	9.04042	8.16317	9.18178
RHO2	8.30402	9.03244	10.2864	11.4043	7.80061	11.0505
YHR122W	8.75247	9.70146	10.1014	9.7232	4.64321	10.3849
SAM50	8.7094	8.4495	9.08032	8.56347	8.52112	8.75308
NCE102	6.9554	5.77497	7.74133	6.5461	8.31055	7.18735
DSD1	8.05147	8.21371	9.01963	9.41147	7.80281	9.28669
FUI1	10.4827	11.7003	7.98874	10.5037	11.7288	10.333
EFB1	8.93926	12.1922	8.8311	9.9723	8.53646	9.05701
YAP1802	8.68624	8.67582	9.27129	8.61518	10.9091	8.68778
HRB1	8.33187	6.58978	8.25455	7.57085	8.98624	8.04741
CCH1	10.8088	9.24294	10.324	9.90669	11.7605	10.2018
YDR056C	10.0037	9.00682	10.1402	10.0745	5.67759	10.2868
VAC14	8.21343	8.53214	9.54362	9.79889	8.38085	9.26553
RPS27B	6.30605	22.9163	7.99822	12.1072	6.32804	7.645
POP6	9.92377	9.87187	11.182	10.4248	8.99494	10.3086
PMT4	9.66934	9.07219	9.50564	9.82073	9.29917	9.5921
IST3	8.73647	9.44779	8.38662	8.63408	9.07243	9.76768
YCG1	9.83968	8.08749	9.88476	8.71298	10.9192	9.9087
VMA3	3.02712	9.12123	11.8489	27.5241	1.63493	10.7629
YSY6	9.71878	9.52765	9.94362	10.046	13.1117	8.65537
RPS31	6.55866	13.5058	10.6492	11.7875	5.12556	8.27987
VPS60	8.68558	7.91853	8.93108	8.56184	9.42047	8.41679
STB1	9.81495	8.92675	9.13897	8.63393	10.736	9.82388
ADE12	6.42374	6.14894	6.40754	6.07314	6.24047	6.40736
YLR118C	9.68802	9.41091	10.7637	10.4482	9.12823	9.08478
RPL17A	1.19738	16.4766	2.05206	3.1998	3.30692	3.43513
ESBP6	9.93626	8.053	9.07444	8.30944	10.0379	10.3705
NUT2	11.8428	10.3643	6.92437	9.24606	8.28835	8.67699
GSY2	8.72652	8.6211	9.33133	8.71095	9.60034	9.03913
YPT6	9.33084	9.18491	9.33754	9.1376	8.93326	9.46328
MRE11	9.60675	8.59863	8.82616	8.87488	10.6671	8.82358
ALO1	9.46447	9.13845	10.1419	9.70144	7.73428	9.84961
ABZ1	8.66227	9.03211	9.47106	12.0113	6.5531	12.2959
EDC2	8.16458	9.29967	7.9037	7.9838	9.709	4.63573
DOA1	10.0298	8.89402	10.0027	9.01027	10.0989	8.71378
PHO86	9.25166	8.47661	10.1164	9.54604	10.1882	9.19741
ERJ5	10.251	7.79831	10.0566	9.35017	11.154	9.51061
PHO13	9.66335	10.484	10.5545	10.235	10.3488	9.22263
DNA2	9.86723	8.78983	9.37614	9.57401	10.4437	9.02566
SPO71	10.5585	8.35791	8.87905	7.18453	9.42366	9.27588
ARO2	6.77925	6.95813	7.6479	7.30771	5.23291	7.38129
NOP1	10.5062	8.45986	10.0449	8.23427	10.3531	8.688
LRE1	8.90291	8.52439	9.34146	8.93385	9.13866	9.17733
VPS71	9.36663	8.61095	8.89637	8.6477	10.4617	8.93686
HOM3	3.45321	3.0501	3.43525	3.26953	3.31966	3.73057
PAN1	9.79039	8.668	9.09575	8.93489	9.22155	8.69911
DEG1	9.19125	7.90436	9.00804	8.30754	10.4593	8.81334
OSH2	8.5221	7.74504	8.63097	8.19143	9.32811	8.26866
MET7	8.6076	8.58763	8.97681	9.52295	8.05315	9.59693
YKL018C-A	8.73353	10.6165	8.43708	10.2841	8.62804	10.6607
MKK2	9.67921	8.14446	9.14812	8.43684	10.3071	9.59169
APT1	9.38299	10.4846	9.00919	9.51126	9.51253	8.91997
TEM1	8.33268	10.6539	12.031	10.9729	6.14947	10.3237
AIM6	9.40769	7.71677	9.4069	8.62411	8.5479	8.2556
MDH3	8.97051	8.97138	9.64522	9.16812	9.88649	9.16422
RFC4	9.32962	8.45631	9.30894	8.9293	9.97488	9.03419
NUS1	9.54846	8.55555	9.87961	9.20978	11.2542	9.07289
ARO3	4.23108	4.28921	4.5693	4.50867	4.19139	4.76541
NOC4	9.48183	8.57994	9.44129	9.13127	9.57021	9.41521
LIP1	6.35582	9.33305	9.60822	12.8069	5.52797	11.7345
NTO1	7.62348	9.0994	9.58317	11.5856	7.05244	10.5012
TPN1	9.76854	8.62681	8.82757	8.6006	10.3035	9.46446
MSH3	9.26303	9.38616	10.8368	10.2679	8.76484	9.17332
TMS1	10.6501	10.3413	10.9392	8.76742	10.3888	11.3238
CRN1	10.1996	8.52061	9.10555	8.48549	9.49877	8.74804
GLR1	9.30659	9.02091	9.31241	9.72317	7.73851	9.0608
CKB2	8.60228	8.64969	9.80366	10.1028	8.73467	9.2741
TSC10	9.79127	11.2759	13.045	11.8609	7.30681	11.6318
EXO84	8.19745	8.32151	9.32007	10.183	7.64863	9.5989
MNN10	9.0434	8.4389	9.92176	9.76871	8.81971	9.83441
PBY1	8.31273	8.80439	9.65843	9.72676	8.57024	9.46427
HUL5	9.0202	8.41434	9.44724	12.3922	7.97888	9.05776
YME2	9.57468	9.08191	9.44705	9.09378	10.3444	9.41757
YMR253C	10.3959	10.0467	8.87175	8.16377	10.8268	8.55181
PUS7	9.70861	8.21546	8.65017	8.83905	9.84156	8.91401
PLP1	5.1558	10.144	10.8876	16.8209	4.16384	12.9016
YAK1	8.74308	8.58934	9.33859	8.71549	8.05879	9.16851
HCA4	10.4505	8.97574	10.1931	9.18011	10.2078	9.18355
PSD2	9.03446	9.97311	10.0853	9.69835	8.05759	10.0512
GDT1	9.70956	8.23196	9.5891	8.98158	11.6982	8.78147
ABP1	10.1009	9.03234	9.42443	8.68927	10.047	8.85204
CPR5	10.2418	8.50561	9.12828	9.68308	9.74409	9.39696
ADO1	10.224	8.85216	10.1228	9.07092	9.94288	9.24299
YIP4	10.6028	6.96817	10.9723	6.44074	11.882	6.07611
TSR2	10.3274	8.87134	9.60307	9.21126	11.6424	9.53625
AIM41	9.55064	7.99397	9.34672	7.96296	9.45178	8.25943
APL1	9.71578	8.849	9.84139	9.12558	9.68535	8.87929
YER010C	8.24738	9.03018	10.2892	11.3923	7.55132	11.1223
RSN1	11.3123	9.68918	10.5853	10.8905	11.2631	10.4001
NOP56	9.36104	8.70481	10.0448	8.72713	9.78668	8.62079
XBP1	4.03833	4.93643	5.21141	4.51515	4.48022	4.54648
RGI1	8.40322	7.5886	9.15796	9.4273	5.92091	7.78691
PMT1	9.15008	8.55588	10.1437	10.3358	8.68723	10.0801
PCS60	8.24072	7.96083	8.6082	8.23762	8.15016	8.0708
GZF3	12.2025	9.15716	10.126	8.86252	11.3624	9.07854
NUP49	11.1369	7.39772	7.85112	7.57836	7.85572	8.73306
MSG5	11.6183	10.0555	10.4759	9.5142	10.7736	10.7363
BRL1	9.67555	9.86256	11.2588	10.0799	9.01739	10.4982
VAC7	10.0274	9.22449	8.95321	9.08152	9.73475	10.2208
CNM67	9.19691	8.6925	9.42651	9.11983	7.91496	9.37926
CDC123	9.07811	9.64566	10.2522	10.661	5.3994	9.89603
SEC26	9.07773	9.11154	10.0582	9.61031	8.77397	9.1386
UBR2	10.137	9.49932	9.31995	10.2721	9.40571	9.91178
BUD5	9.46452	8.27287	9.36566	8.68469	10.442	9.14286
ISW1	9.45752	8.71956	9.32623	9.00771	9.8955	9.22846
PRE9	11.7813	9.2748	9.09821	8.95096	9.74178	9.83189
LCB2	8.20334	8.77953	9.99507	11.1852	7.73167	10.1165
RAD51	9.02148	11.5252	12.0373	14.2426	8.94352	12.664
AHA1	8.91783	8.46608	9.25809	9.9792	7.57865	10.8907
NOC2	9.43925	8.14972	9.07174	9.25212	8.86453	9.26535
